Year,TmaxAn,TminAn,TaveAn,TaveWin,TaveGS,PPTGS,PPTAn,PPTWin,DD5_An,NFFDGS,NFFDAn,PASAn,ErefGS,CMDGS,CMDAn,TreeID,RWI,Elevation,Competition
1941,22.9,-11.1,4.416666667,-0.6,9.433333333,397,876,479,1094,119,137,307,666,318,327,M.4H,1.121145938,M,C
1940,25.2,-12.7,4.85,-1.5,11.2,344,644,300,1323,131,142,225,740,415,465,M.4H,0.852371821,M,C
1939,23.8,-16,4,-2.8,10.8,219,553,334,1229,123,134,214,728,516,516,M.4H,0.622045268,M,C
1938,24,-11.1,4.558333333,-0.866666667,9.983333333,277,623,346,1155,115,130,231,703,427,482,M.4H,0.858376267,M,C
1937,24.8,-19.5,3.933333333,-2.683333333,10.55,242,617,375,1233,111,123,263,750,507,507,M.4H,1.247668918,M,C
1936,22.9,-12.6,4.166666667,-2.516666667,10.85,299,557,258,1245,123,131,170,723,425,439,M.4H,0.838522968,M,C
1935,22.6,-10.7,4.108333333,-1.35,9.566666667,342,711,369,1130,109,123,308,680,345,407,M.4H,0.812415293,M,C
1934,25.7,-10.3,6.308333333,1.083333333,11.53333333,231,459,228,1438,118,139,79,772,541,634,M.4H,0.65884987,M,C
1933,25.1,-18.5,3.433333333,-3.416666667,10.28333333,322,548,226,1255,114,123,222,728,407,452,M.4H,0.784319616,M,C
1932,24,-17,3.766666667,-2.766666667,10.3,346,714,368,1192,107,122,254,733,385,385,M.4H,0.938834728,M,C
1931,25.3,-15,4.708333333,-1.7,11.11666667,284,487,203,1302,120,129,131,752,468,518,M.4H,0.81607781,M,C
1930,23.9,-15,4.475,-1.783333333,10.73333333,320,553,233,1234,111,125,167,749,428,456,M.4H,1.034307222,M,C
1929,24.9,-14.2,3.175,-3.616666667,9.966666667,405,778,373,1165,111,123,283,710,318,318,M.4H,0.798461619,M,C
1928,24.2,-15.8,3.808333333,-2.166666667,9.783333333,206,480,274,1108,110,122,185,706,499,524,M.4H,0.841573089,M,C
1927,22.5,-13.7,4.025,-1.316666667,9.366666667,329,646,317,1044,115,131,214,664,362,395,M.4H,0.978929501,M,C
1926,23.5,-13.5,4.033333333,-2.016666667,10.08333333,342,592,250,1127,121,134,155,690,367,367,M.4H,1.103038947,M,C
1925,24.3,-16.3,4.466666667,-1.933333333,10.86666667,360,606,246,1257,129,141,151,712,363,404,M.4H,0.827158413,M,C
1924,24.4,-15.9,4.225,-2.116666667,10.56666667,175,431,256,1208,113,125,190,751,577,607,M.4H,0.81363054,M,C
1923,24.1,-11.6,4.416666667,-1.216666667,10.05,319,599,280,1153,113,124,185,703,385,439,M.4H,0.811252018,M,C
1922,24.8,-14.4,4.658333333,-1.25,10.56666667,201,520,319,1311,119,137,220,730,530,573,M.4H,0.815358978,M,C
1921,23.3,-12.4,4.708333333,-0.75,10.16666667,297,492,195,1177,116,131,94,703,408,422,M.4H,1.287056356,M,C
1920,24.2,-11.3,4.133333333,-1.266666667,9.533333333,293,678,385,1084,114,125,251,698,404,404,M.4H,1.036567358,M,C
1919,24.5,-16.3,3.975,-3.283333333,11.23333333,337,635,298,1330,132,149,240,726,388,411,M.4H,1.184670937,M,C
1918,24.5,-12.9,5.166666667,-0.1,10.43333333,281,513,232,1269,119,133,139,713,432,538,M.4H,0.976598354,M,C
1917,24.8,-14.1,3.25,-3.166666667,9.666666667,229,473,244,1122,110,124,178,700,472,472,M.4H,0.93696639,M,C
1916,23,-10.6,4.708333333,-0.583333333,10,257,584,327,1152,108,123,182,707,450,516,M.4H,1.451778793,M,C
1915,22.5,-13.8,3.7,-2.183333333,9.583333333,292,595,303,1055,113,129,212,680,389,422,M.4H,0.977806035,M,C
1914,22.9,-13.5,4.533333333,-1.783333333,10.85,234,554,320,1234,132,146,187,704,470,518,M.4H,1.341001023,M,C
2011,25.7,-13.5,5.433333333,-0.583333333,11.45,255,527,272,1435,126,148,132,739,482,506,M.5H,1.222580833,M,C
2010,24.9,-16.5,4.491666667,-2.366666667,11.35,247,609,362,1343,125,135,233,735,487,489,M.5H,1.158475772,M,C
2009,25.7,-12.1,5.5,-0.183333333,11.18333333,209,576,367,1371,127,142,166,749,538,560,M.5H,0.909946834,M,C
2008,24.8,-13.8,4.65,-1.383333333,10.68333333,236,497,261,1294,115,128,193,738,502,550,M.5H,0.830624262,M,C
2007,25.7,-14.1,5.441666667,-0.95,11.83333333,328,688,360,1440,126,141,174,766,435,445,M.5H,1.066607915,M,C
2006,24.9,-11.4,5.7,-0.016666667,11.41666667,366,727,361,1368,129,148,162,749,382,382,M.5H,0.914650066,M,C
2005,25,-11.6,5.125,-0.683333333,10.93333333,240,607,367,1297,120,138,175,734,494,494,M.5H,1.046479655,M,C
2004,24.5,-12.5,5.275,-0.416666667,10.96666667,239,610,371,1368,127,148,179,740,501,505,M.5H,0.764862776,M,C
2003,27.8,-10.2,5.908333333,-0.066666667,11.88333333,194,546,352,1454,128,143,156,765,571,572,M.5H,0.761485993,M,C
2002,26,-13.1,5.691666667,-0.666666667,12.05,252,517,265,1481,134,151,121,779,527,547,M.5H,0.070479106,M,C
2001,24.4,-11.9,5.475,-1.05,12,258,587,329,1455,132,150,156,772,516,516,M.5H,0.677048541,M,C
2000,25.6,-12.2,6.383333333,0.55,12.21666667,193,519,326,1514,133,148,130,786,593,625,M.5H,0.809372185,M,C
1999,23.2,-13.6,4.866666667,0.133333333,9.6,348,636,288,1131,108,124,141,695,347,360,M.5H,1.351411629,M,C
1998,24.4,-12.4,4.875,-0.933333333,10.68333333,346,666,320,1279,115,125,196,735,387,395,M.5H,0.956365481,M,C
1997,23.3,-10.6,4.941666667,-0.4,10.28333333,307,622,315,1233,124,142,166,708,406,419,M.5H,1.335128149,M,C
1996,25,-11.7,5.85,-0.083333333,11.78333333,308,576,268,1436,135,150,141,748,440,515,M.5H,0.797792172,M,C
1995,23.7,-11.3,4.95,-0.4,10.3,309,724,415,1205,123,143,211,682,376,377,M.5H,1.274212261,M,C
1994,24.9,-13.8,5.066666667,-1.733333333,11.86666667,320,560,240,1440,138,152,146,743,422,470,M.5H,0.934179026,M,C
1993,24.3,-13.1,4.675,-0.916666667,10.26666667,244,611,367,1234,118,139,214,714,476,522,M.5H,0.96795062,M,C
1992,22.7,-13.8,5.3,-0.983333333,11.58333333,312,703,391,1386,138,155,186,740,428,448,M.5H,1.317718069,M,C
1991,23.7,-15.6,4.491666667,-1.75,10.73333333,283,626,343,1292,123,137,205,720,437,442,M.5H,0.944684889,M,C
1990,25.5,-13.1,5.616666667,-0.683333333,11.91666667,384,565,181,1445,132,146,90,760,376,444,M.5H,1.051942116,M,C
1989,26.2,-14,5.8,-0.483333333,12.08333333,174,498,324,1518,128,149,178,792,618,700,M.5H,0.936839372,M,C
1988,24.5,-13.8,4.983333333,-1.416666667,11.38333333,290,647,357,1390,126,143,193,740,450,450,M.5H,1.393354952,M,C
1987,24.2,-11.7,4.958333333,-1.133333333,11.05,289,666,377,1273,124,141,203,745,456,456,M.5H,1.373422583,M,C
1986,24.3,-11.6,5.533333333,0.383333333,10.68333333,469,783,314,1282,125,146,137,706,279,294,M.5H,1.591576566,M,C
1985,25,-11.8,4.9,-1.45,11.25,352,780,428,1286,127,141,216,746,422,422,M.5H,1.043116901,M,C
1984,24.8,-14.2,5.025,-1.35,11.4,327,676,349,1430,132,150,232,732,405,442,M.5H,1.180568931,M,C
1983,24.4,-11.1,4.708333333,-1.05,10.46666667,361,760,399,1267,120,133,267,700,342,373,M.5H,1.51479437,M,C
1982,24.2,-12.8,4.891666667,-0.95,10.73333333,347,731,384,1272,125,144,201,706,371,373,M.5H,1.313238386,M,C
1981,23.9,-10.3,6.066666667,0.466666667,11.66666667,361,591,230,1404,134,148,111,731,371,385,M.5H,0.967393869,M,C
1980,25.4,-11,4.833333333,-1.116666667,10.78333333,276,669,393,1332,119,136,278,734,458,493,M.5H,0.667817943,M,C
1979,24.7,-15.3,4.133333333,-2.45,10.71666667,193,750,557,1297,120,136,384,735,542,549,M.5H,0.975533702,M,C
1978,25.6,-11.5,5.233333333,-0.166666667,10.63333333,245,690,445,1273,119,135,225,736,491,515,M.5H,1.025920267,M,C
1977,24.1,-15.5,4.883333333,-1.983333333,11.75,298,381,83,1393,129,137,68,747,451,503,M.5H,0.564635611,M,C
1976,24.8,-13.6,4.841666667,-0.95,10.63333333,281,515,234,1244,121,130,133,730,449,501,M.5H,0.99244872,M,C
1975,23.3,-14.1,3.666666667,-2.083333333,9.416666667,234,675,441,1115,104,121,292,692,459,459,M.5H,1.125056312,M,C
1974,23.4,-14.9,4.8,-1.25,10.85,181,408,227,1313,120,133,151,752,571,640,M.5H,0.885505351,M,C
1973,23.3,-15.3,3.558333333,-2.533333333,9.65,249,768,519,1135,109,132,325,701,452,452,M.5H,1.371558592,M,C
1972,25.1,-12.6,5.091666667,-0.8,10.98333333,248,508,260,1294,120,134,125,749,500,561,M.5H,1.022143584,M,C
1971,25,-12.9,4.333333333,-1.716666667,10.38333333,332,536,204,1186,108,118,131,731,398,398,M.5H,1.170618156,M,C
1970,24.2,-12.1,4.425,-1.2,10.05,306,611,305,1175,115,129,177,699,408,408,M.5H,1.127845845,M,C
1969,24.2,-14.4,4.6,-2,11.2,306,705,399,1320,129,144,262,715,409,431,M.5H,1.282965504,M,C
1968,22.8,-14.4,4.2,-1.133333333,9.533333333,260,515,255,1119,112,125,214,682,423,525,M.5H,1.194954575,M,C
1967,24,-13.6,4.975,-0.3,10.25,281,499,218,1228,120,135,126,693,412,498,M.5H,1.201274486,M,C
1966,25,-14.6,5.225,-0.966666667,11.41666667,240,577,337,1406,127,142,154,751,511,546,M.5H,1.035052258,M,C
1965,23.1,-12.7,4.166666667,-1.316666667,9.65,407,731,324,1120,118,130,264,661,271,345,M.5H,1.132322335,M,C
1964,24.5,-15,4.3,-1.683333333,10.28333333,333,537,204,1275,121,141,163,698,384,406,M.5H,0.918790388,M,C
1963,25.4,-16,5.416666667,-0.633333333,11.46666667,247,555,308,1425,129,148,142,739,492,492,M.5H,0.562836005,M,C
1962,24.8,-14.8,4.408333333,-2.116666667,10.93333333,199,488,289,1245,119,132,157,748,549,549,M.5H,0.857557116,M,C
1961,24.4,-13.9,4.925,-0.783333333,10.63333333,271,625,354,1259,119,137,171,729,458,463,M.5H,0.901726305,M,C
1960,25.8,-14.5,4.85,-1.583333333,11.28333333,204,604,400,1342,120,133,211,772,566,571,M.5H,0.859037674,M,C
1959,25,-12,5.341666667,-0.316666667,11,278,470,192,1321,124,138,103,741,464,485,M.5H,0.495671721,M,C
1958,25.4,-12.6,5,-1.133333333,11.13333333,199,649,450,1355,125,145,249,761,562,562,M.5H,0.965267515,M,C
1957,22.7,-14.2,4.508333333,-0.766666667,9.783333333,409,683,274,1147,112,125,182,684,287,315,M.5H,1.203159071,M,C
1956,24.1,-13.1,5.291666667,-0.466666667,11.05,119,395,276,1335,119,133,134,767,650,718,M.5H,0.854980121,M,C
1955,23.6,-15.5,4.308333333,-1.433333333,10.05,266,514,248,1221,113,131,179,706,440,471,M.5H,1.103907667,M,C
1954,24.2,-13.4,5.608333333,-0.2,11.41666667,309,619,310,1358,129,145,124,740,431,459,M.5H,1.01065906,M,C
1953,23.8,-12.5,4.658333333,-0.833333333,10.15,217,469,252,1239,113,124,184,707,492,568,M.5H,1.080221348,M,C
1952,23.5,-13.7,4.075,-2.716666667,10.86666667,233,625,392,1253,127,138,282,719,485,489,M.5H,1.040156633,M,C
1951,25.7,-11.7,5.216666667,0.05,10.38333333,261,468,207,1281,107,125,136,736,477,546,M.5H,0.777881443,M,C
1950,23.3,-13.4,4.416666667,-0.85,9.683333333,219,497,278,1070,98,109,145,727,508,528,M.5H,0.876286856,M,C
1949,23.9,-16.2,3.741666667,-2.933333333,10.41666667,305,673,368,1183,117,126,263,722,416,416,M.5H,1.190712494,M,C
1948,24.3,-12.8,4.15,-2.25,10.55,265,649,384,1219,116,131,235,738,472,472,M.5H,0.971588001,M,C
1947,24.6,-14.5,4.691666667,-1.116666667,10.5,328,643,315,1202,120,131,150,714,387,387,M.5H,1.020663098,M,C
1946,24.1,-16.1,4.608333333,-1.8,11.01666667,341,592,251,1295,122,139,154,732,389,393,M.5H,0.712978927,M,C
1945,23.5,-12.7,4.191666667,-1.2,9.583333333,182,568,386,1148,103,122,290,696,518,543,M.5H,0.815569565,M,C
1944,23.6,-12.2,3.933333333,-1.6,9.466666667,272,611,339,1077,105,118,247,699,428,428,M.5H,0.845925084,M,C
1943,24,-11.9,5.141666667,-0.583333333,10.86666667,312,686,374,1244,118,132,205,730,417,449,M.5H,1.037582425,M,C
1942,23.6,-13.5,3.933333333,-2.133333333,10,162,514,352,1115,105,120,210,716,554,554,M.5H,0.923799725,M,C
1941,22.9,-11.1,4.416666667,-0.6,9.433333333,397,876,479,1094,119,137,307,666,318,327,M.5H,1.10025617,M,C
1940,25.2,-12.7,4.85,-1.5,11.2,344,644,300,1323,131,142,225,740,415,465,M.5H,0.740401255,M,C
1939,23.8,-16,4,-2.8,10.8,219,553,334,1229,123,134,214,728,516,516,M.5H,0.715066556,M,C
1938,24,-11.1,4.558333333,-0.866666667,9.983333333,277,623,346,1155,115,130,231,703,427,482,M.5H,0.878581961,M,C
1937,24.8,-19.5,3.933333333,-2.683333333,10.55,242,617,375,1233,111,123,263,750,507,507,M.5H,1.104568897,M,C
1936,22.9,-12.6,4.166666667,-2.516666667,10.85,299,557,258,1245,123,131,170,723,425,439,M.5H,0.957390745,M,C
1935,22.6,-10.7,4.108333333,-1.35,9.566666667,342,711,369,1130,109,123,308,680,345,407,M.5H,0.86584929,M,C
1934,25.7,-10.3,6.308333333,1.083333333,11.53333333,231,459,228,1438,118,139,79,772,541,634,M.5H,0.647501284,M,C
1933,25.1,-18.5,3.433333333,-3.416666667,10.28333333,322,548,226,1255,114,123,222,728,407,452,M.5H,0.737157458,M,C
1932,24,-17,3.766666667,-2.766666667,10.3,346,714,368,1192,107,122,254,733,385,385,M.5H,0.9605212,M,C
1931,25.3,-15,4.708333333,-1.7,11.11666667,284,487,203,1302,120,129,131,752,468,518,M.5H,0.722878978,M,C
1930,23.9,-15,4.475,-1.783333333,10.73333333,320,553,233,1234,111,125,167,749,428,456,M.5H,0.964104805,M,C
1929,24.9,-14.2,3.175,-3.616666667,9.966666667,405,778,373,1165,111,123,283,710,318,318,M.5H,0.885210793,M,C
1928,24.2,-15.8,3.808333333,-2.166666667,9.783333333,206,480,274,1108,110,122,185,706,499,524,M.5H,0.805872936,M,C
1927,22.5,-13.7,4.025,-1.316666667,9.366666667,329,646,317,1044,115,131,214,664,362,395,M.5H,1.058153348,M,C
1926,23.5,-13.5,4.033333333,-2.016666667,10.08333333,342,592,250,1127,121,134,155,690,367,367,M.5H,1.194425222,M,C
1925,24.3,-16.3,4.466666667,-1.933333333,10.86666667,360,606,246,1257,129,141,151,712,363,404,M.5H,0.883269052,M,C
1924,24.4,-15.9,4.225,-2.116666667,10.56666667,175,431,256,1208,113,125,190,751,577,607,M.5H,1.026487016,M,C
1923,24.1,-11.6,4.416666667,-1.216666667,10.05,319,599,280,1153,113,124,185,703,385,439,M.5H,1.244852361,M,C
1922,24.8,-14.4,4.658333333,-1.25,10.56666667,201,520,319,1311,119,137,220,730,530,573,M.5H,1.06997947,M,C
1921,23.3,-12.4,4.708333333,-0.75,10.16666667,297,492,195,1177,116,131,94,703,408,422,M.5H,1.310003243,M,C
1920,24.2,-11.3,4.133333333,-1.266666667,9.533333333,293,678,385,1084,114,125,251,698,404,404,M.5H,1.238296945,M,C
1919,24.5,-16.3,3.975,-3.283333333,11.23333333,337,635,298,1330,132,149,240,726,388,411,M.5H,1.358335781,M,C
1918,24.5,-12.9,5.166666667,-0.1,10.43333333,281,513,232,1269,119,133,139,713,432,538,M.5H,1.045746977,M,C
1917,24.8,-14.1,3.25,-3.166666667,9.666666667,229,473,244,1122,110,124,178,700,472,472,M.5H,0.916989152,M,C
1916,23,-10.6,4.708333333,-0.583333333,10,257,584,327,1152,108,123,182,707,450,516,M.5H,1.385218608,M,C
1915,22.5,-13.8,3.7,-2.183333333,9.583333333,292,595,303,1055,113,129,212,680,389,422,M.5H,1.044175344,M,C
1914,22.9,-13.5,4.533333333,-1.783333333,10.85,234,554,320,1234,132,146,187,704,470,518,M.5H,0.788620183,M,C
1913,24,-14.1,3.775,-2.983333333,10.53333333,258,532,274,1187,122,134,193,721,464,464,M.5H,0.8716411,M,C
1912,22.8,-13.6,3.716666667,-2.116666667,9.55,212,504,292,1069,111,126,153,686,476,476,M.5H,0.847124598,M,C
2011,25.7,-13.5,5.433333333,-0.583333333,11.45,255,527,272,1435,126,148,132,739,482,506,M.6H,0.915150375,M,C
2010,24.9,-16.5,4.491666667,-2.366666667,11.35,247,609,362,1343,125,135,233,735,487,489,M.6H,1.108300038,M,C
2009,25.7,-12.1,5.5,-0.183333333,11.18333333,209,576,367,1371,127,142,166,749,538,560,M.6H,1.009326394,M,C
2008,24.8,-13.8,4.65,-1.383333333,10.68333333,236,497,261,1294,115,128,193,738,502,550,M.6H,0.869691359,M,C
2007,25.7,-14.1,5.441666667,-0.95,11.83333333,328,688,360,1440,126,141,174,766,435,445,M.6H,0.960883976,M,C
2006,24.9,-11.4,5.7,-0.016666667,11.41666667,366,727,361,1368,129,148,162,749,382,382,M.6H,0.836646276,M,C
2005,25,-11.6,5.125,-0.683333333,10.93333333,240,607,367,1297,120,138,175,734,494,494,M.6H,0.867564842,M,C
2004,24.5,-12.5,5.275,-0.416666667,10.96666667,239,610,371,1368,127,148,179,740,501,505,M.6H,0.411457759,M,C
2003,27.8,-10.2,5.908333333,-0.066666667,11.88333333,194,546,352,1454,128,143,156,765,571,572,M.6H,0.538096654,M,C
2002,26,-13.1,5.691666667,-0.666666667,12.05,252,517,265,1481,134,151,121,779,527,547,M.6H,0.125549687,M,C
2001,24.4,-11.9,5.475,-1.05,12,258,587,329,1455,132,150,156,772,516,516,M.6H,0.839598336,M,C
2000,25.6,-12.2,6.383333333,0.55,12.21666667,193,519,326,1514,133,148,130,786,593,625,M.6H,1.132963258,M,C
1999,23.2,-13.6,4.866666667,0.133333333,9.6,348,636,288,1131,108,124,141,695,347,360,M.6H,1.539588913,M,C
1998,24.4,-12.4,4.875,-0.933333333,10.68333333,346,666,320,1279,115,125,196,735,387,395,M.6H,1.156183967,M,C
1997,23.3,-10.6,4.941666667,-0.4,10.28333333,307,622,315,1233,124,142,166,708,406,419,M.6H,1.165446522,M,C
1996,25,-11.7,5.85,-0.083333333,11.78333333,308,576,268,1436,135,150,141,748,440,515,M.6H,0.797781196,M,C
1995,23.7,-11.3,4.95,-0.4,10.3,309,724,415,1205,123,143,211,682,376,377,M.6H,1.582718079,M,C
1994,24.9,-13.8,5.066666667,-1.733333333,11.86666667,320,560,240,1440,138,152,146,743,422,470,M.6H,1.217453087,M,C
1993,24.3,-13.1,4.675,-0.916666667,10.26666667,244,611,367,1234,118,139,214,714,476,522,M.6H,1.375341917,M,C
1992,22.7,-13.8,5.3,-0.983333333,11.58333333,312,703,391,1386,138,155,186,740,428,448,M.6H,1.353066335,M,C
1991,23.7,-15.6,4.491666667,-1.75,10.73333333,283,626,343,1292,123,137,205,720,437,442,M.6H,1.104671612,M,C
1990,25.5,-13.1,5.616666667,-0.683333333,11.91666667,384,565,181,1445,132,146,90,760,376,444,M.6H,1.484444857,M,C
1989,26.2,-14,5.8,-0.483333333,12.08333333,174,498,324,1518,128,149,178,792,618,700,M.6H,1.447468652,M,C
1988,24.5,-13.8,4.983333333,-1.416666667,11.38333333,290,647,357,1390,126,143,193,740,450,450,M.6H,1.210217401,M,C
1987,24.2,-11.7,4.958333333,-1.133333333,11.05,289,666,377,1273,124,141,203,745,456,456,M.6H,1.231812219,M,C
1986,24.3,-11.6,5.533333333,0.383333333,10.68333333,469,783,314,1282,125,146,137,706,279,294,M.6H,1.353353116,M,C
1985,25,-11.8,4.9,-1.45,11.25,352,780,428,1286,127,141,216,746,422,422,M.6H,0.875978286,M,C
1984,24.8,-14.2,5.025,-1.35,11.4,327,676,349,1430,132,150,232,732,405,442,M.6H,0.949775839,M,C
1983,24.4,-11.1,4.708333333,-1.05,10.46666667,361,760,399,1267,120,133,267,700,342,373,M.6H,1.164646129,M,C
1982,24.2,-12.8,4.891666667,-0.95,10.73333333,347,731,384,1272,125,144,201,706,371,373,M.6H,1.339453711,M,C
1981,23.9,-10.3,6.066666667,0.466666667,11.66666667,361,591,230,1404,134,148,111,731,371,385,M.6H,1.159476557,M,C
1980,25.4,-11,4.833333333,-1.116666667,10.78333333,276,669,393,1332,119,136,278,734,458,493,M.6H,0.734176363,M,C
1979,24.7,-15.3,4.133333333,-2.45,10.71666667,193,750,557,1297,120,136,384,735,542,549,M.6H,0.846046354,M,C
1978,25.6,-11.5,5.233333333,-0.166666667,10.63333333,245,690,445,1273,119,135,225,736,491,515,M.6H,0.751222884,M,C
1977,24.1,-15.5,4.883333333,-1.983333333,11.75,298,381,83,1393,129,137,68,747,451,503,M.6H,0.387123834,M,C
1976,24.8,-13.6,4.841666667,-0.95,10.63333333,281,515,234,1244,121,130,133,730,449,501,M.6H,0.764965183,M,C
1975,23.3,-14.1,3.666666667,-2.083333333,9.416666667,234,675,441,1115,104,121,292,692,459,459,M.6H,0.960818941,M,C
1974,23.4,-14.9,4.8,-1.25,10.85,181,408,227,1313,120,133,151,752,571,640,M.6H,0.744386302,M,C
1973,23.3,-15.3,3.558333333,-2.533333333,9.65,249,768,519,1135,109,132,325,701,452,452,M.6H,0.959358597,M,C
1972,25.1,-12.6,5.091666667,-0.8,10.98333333,248,508,260,1294,120,134,125,749,500,561,M.6H,0.850779704,M,C
1971,25,-12.9,4.333333333,-1.716666667,10.38333333,332,536,204,1186,108,118,131,731,398,398,M.6H,0.97243068,M,C
1970,24.2,-12.1,4.425,-1.2,10.05,306,611,305,1175,115,129,177,699,408,408,M.6H,0.906651665,M,C
1969,24.2,-14.4,4.6,-2,11.2,306,705,399,1320,129,144,262,715,409,431,M.6H,1.416331718,M,C
1968,22.8,-14.4,4.2,-1.133333333,9.533333333,260,515,255,1119,112,125,214,682,423,525,M.6H,1.254914094,M,C
1967,24,-13.6,4.975,-0.3,10.25,281,499,218,1228,120,135,126,693,412,498,M.6H,1.413428431,M,C
1966,25,-14.6,5.225,-0.966666667,11.41666667,240,577,337,1406,127,142,154,751,511,546,M.6H,1.348132795,M,C
1965,23.1,-12.7,4.166666667,-1.316666667,9.65,407,731,324,1120,118,130,264,661,271,345,M.6H,1.220521216,M,C
1964,24.5,-15,4.3,-1.683333333,10.28333333,333,537,204,1275,121,141,163,698,384,406,M.6H,0.96259491,M,C
1963,25.4,-16,5.416666667,-0.633333333,11.46666667,247,555,308,1425,129,148,142,739,492,492,M.6H,0.62190629,M,C
1962,24.8,-14.8,4.408333333,-2.116666667,10.93333333,199,488,289,1245,119,132,157,748,549,549,M.6H,0.810854146,M,C
1961,24.4,-13.9,4.925,-0.783333333,10.63333333,271,625,354,1259,119,137,171,729,458,463,M.6H,0.780878142,M,C
1960,25.8,-14.5,4.85,-1.583333333,11.28333333,204,604,400,1342,120,133,211,772,566,571,M.6H,0.803020144,M,C
1959,25,-12,5.341666667,-0.316666667,11,278,470,192,1321,124,138,103,741,464,485,M.6H,0.264404269,M,C
1958,25.4,-12.6,5,-1.133333333,11.13333333,199,649,450,1355,125,145,249,761,562,562,M.6H,1.001158408,M,C
1957,22.7,-14.2,4.508333333,-0.766666667,9.783333333,409,683,274,1147,112,125,182,684,287,315,M.6H,1.456073836,M,C
1956,24.1,-13.1,5.291666667,-0.466666667,11.05,119,395,276,1335,119,133,134,767,650,718,M.6H,1.021546561,M,C
1955,23.6,-15.5,4.308333333,-1.433333333,10.05,266,514,248,1221,113,131,179,706,440,471,M.6H,1.245860408,M,C
1954,24.2,-13.4,5.608333333,-0.2,11.41666667,309,619,310,1358,129,145,124,740,431,459,M.6H,1.215997185,M,C
1953,23.8,-12.5,4.658333333,-0.833333333,10.15,217,469,252,1239,113,124,184,707,492,568,M.6H,1.088743984,M,C
1952,23.5,-13.7,4.075,-2.716666667,10.86666667,233,625,392,1253,127,138,282,719,485,489,M.6H,1.164606454,M,C
1951,25.7,-11.7,5.216666667,0.05,10.38333333,261,468,207,1281,107,125,136,736,477,546,M.6H,0.791442508,M,C
1950,23.3,-13.4,4.416666667,-0.85,9.683333333,219,497,278,1070,98,109,145,727,508,528,M.6H,0.677687758,M,C
1949,23.9,-16.2,3.741666667,-2.933333333,10.41666667,305,673,368,1183,117,126,263,722,416,416,M.6H,1.296835257,M,C
1948,24.3,-12.8,4.15,-2.25,10.55,265,649,384,1219,116,131,235,738,472,472,M.6H,0.821227719,M,C
1947,24.6,-14.5,4.691666667,-1.116666667,10.5,328,643,315,1202,120,131,150,714,387,387,M.6H,0.915951519,M,C
1946,24.1,-16.1,4.608333333,-1.8,11.01666667,341,592,251,1295,122,139,154,732,389,393,M.6H,0.709721755,M,C
1945,23.5,-12.7,4.191666667,-1.2,9.583333333,182,568,386,1148,103,122,290,696,518,543,M.6H,0.858578861,M,C
1944,23.6,-12.2,3.933333333,-1.6,9.466666667,272,611,339,1077,105,118,247,699,428,428,M.6H,0.782202715,M,C
1943,24,-11.9,5.141666667,-0.583333333,10.86666667,312,686,374,1244,118,132,205,730,417,449,M.6H,1.211628052,M,C
1942,23.6,-13.5,3.933333333,-2.133333333,10,162,514,352,1115,105,120,210,716,554,554,M.6H,0.90091102,M,C
1941,22.9,-11.1,4.416666667,-0.6,9.433333333,397,876,479,1094,119,137,307,666,318,327,M.6H,0.890409535,M,C
1940,25.2,-12.7,4.85,-1.5,11.2,344,644,300,1323,131,142,225,740,415,465,M.6H,0.859218395,M,C
1939,23.8,-16,4,-2.8,10.8,219,553,334,1229,123,134,214,728,516,516,M.6H,0.617922369,M,C
1938,24,-11.1,4.558333333,-0.866666667,9.983333333,277,623,346,1155,115,130,231,703,427,482,M.6H,0.702609426,M,C
1937,24.8,-19.5,3.933333333,-2.683333333,10.55,242,617,375,1233,111,123,263,750,507,507,M.6H,0.981854466,M,C
1936,22.9,-12.6,4.166666667,-2.516666667,10.85,299,557,258,1245,123,131,170,723,425,439,M.6H,0.956485026,M,C
1935,22.6,-10.7,4.108333333,-1.35,9.566666667,342,711,369,1130,109,123,308,680,345,407,M.6H,0.899027642,M,C
