Transect,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,H,C,T12,A,C-T12-A,PIPO-H-C-T12-A,,,2014,0,0,0,0,0,96,RINGWIDTH,1,PIPO-H-C-T12_both.tif,3/30/2015 16:20,                   ,,3662 18864 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],388.0000 16078.0000 375.0000 336.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,166.5615,0.751,0.508,0.56,0.846,0.695,0.809,0.707,1.184,0.579,0.653,1.006,1.09,0.671,1.136,1.502,1.914,1.564,1.873,1.555,1.904,1.262,1.126,1.51,1.667,1.913,1.354,1.551,1.766,2.359,1.513,1.967,2.52,2.163,2.424,1.373,1.829,1.473,1.147,1.753,1.877,1.837,1.723,1.861,1.579,2.008,2.761,1.608,2.776,2.304,2.606,2.705,1.395,2.416,2.316,2.079,2.371,1.831,2.059,1.874,1.602,2.478,2.705,1.892,1.908,1.933,1.736,1.811,2.616,1.844,1.715,1.596,1.305,1.561,1.957,1.903,1.561,1.312,2.219,1.552,1.221,0.832,1.305,2.096,1.845,1.265,1.41,1.69,2.357,2.796,1.895,2.281,2.199,1.755,2.077,2.361,0.321,,,,,,,,,,,,,,,,,,,,,
PIPO,H,C,T12,B,C-T12-B,PIPO-H-C-T12-B,,,2014,0,0,0,0,0,94,RINGWIDTH,1,PIPO-H-C-T12_both.tif,3/30/2015 16:20,                   ,,3662 18864 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],3187.0000 16906.0000 3274.0000 1635.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,160.2738,0.741,0.45,0.447,0.986,0.466,0.719,0.635,1.185,0.549,0.539,0.982,0.706,0.327,0.803,0.876,1.505,1.397,1.778,1.238,1.904,1.323,1.111,1.786,1.772,1.684,1.388,1.542,1.513,2.295,1.488,1.828,2.528,1.851,1.999,1.111,1.523,1.711,1.47,1.904,2.613,1.966,2.084,1.958,2.306,2.327,3.004,1.815,2.549,2.867,3.499,2.506,1.64,2.116,1.375,2.338,1.809,2.046,2.041,1.639,1.859,2.53,1.705,2.277,1.764,1.469,2.524,2.05,2.27,1.65,1.243,1.133,1.488,1.361,2.081,1.947,1.616,1.766,2.486,1.616,1.256,0.845,1.396,2.227,2.317,1.693,1.476,1.533,2.296,3.167,2.634,2.305,1.983,1.748,0.426,,,,,,,,,,,,,,,,,,,,,,,
PIPO,H,C,T4,A,C-T4-A,PIPO-H-C-T4-A,,,2014,0,0,0,0,0,89,RINGWIDTH,1,PIPO-H-B-T4_both.tif,3/30/2015 16:29,                   ,,3662 22172 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],334.0000 16218.0000 424.0000 436.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,166.9874,0.644,0.646,0.73,0.875,0.927,0.608,0.85,1.371,0.92,0.677,0.995,0.794,0.296,0.423,1.299,2.146,1.797,1.558,1.618,2.148,1.31,1.478,2.04,1.972,2.196,1.854,1.801,2.243,2.116,1.449,1.809,2.031,2.232,2.041,1.278,1.742,1.999,1.629,2.158,2.55,1.956,1.721,2.526,2.232,2.442,3.248,2.383,3.043,3.068,2.991,2.676,2.326,2.562,1.978,2.169,2.148,1.826,2.126,1.534,1.713,2.17,1.96,2.061,1.985,1.678,2.243,1.796,1.999,2.013,1.682,2.19,1.671,2.209,2.564,2.187,1.904,1.954,2.568,2.655,2,1.46,1.491,2.296,2.486,2.867,2.501,2.438,2.447,0.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,H,C,T4,B,C-T4-B,PIPO-H-C-T4-B,,,2014,0,0,0,0,0,85,RINGWIDTH,1,PIPO-H-B-T4_both.tif,3/30/2015 16:29,                   ,,3662 22172 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],3109.0000 21793.0000 2941.0000 1848.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,211.0396,1.224,1.607,2.075,2.255,2.334,2.545,1.794,2.54,2.071,1.308,1.508,2.046,1.066,1.615,2.939,3.997,3.616,2.841,2.767,3.079,2.477,2.478,2.743,2.9,2.355,2.602,2.687,2.691,3.039,2.452,2.726,2.644,2.439,2.064,1.925,1.69,2.43,2.141,2.41,2.983,2.857,2.112,2.899,2.377,2.772,3.638,3.043,2.099,2.44,3.002,2.654,1.919,2.391,1.675,2.3,2.352,2.311,2.834,1.915,2.253,2.518,2.222,2.503,2.027,2.446,2.534,2.418,2.337,2.154,2.096,2.487,2.797,2.713,3.11,3.056,2.895,2.87,3.216,3.406,2.424,2.193,2.356,2.85,2.888,0.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,H,C,T4,A,C-T4-A,PIPO-H-C-T4-A,,,2014,0,0,0,0,0,89,RINGWIDTH,1,PIPO-H-B-T4_both.tif,3/30/2015 16:30,                   ,,3662 22172 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],334.0000 16218.0000 424.0000 436.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,166.9874,0.644,0.646,0.73,0.875,0.927,0.608,0.85,1.371,0.92,0.677,0.995,0.794,0.296,0.423,1.299,2.146,1.797,1.558,1.618,2.148,1.31,1.478,2.04,1.972,2.196,1.854,1.801,2.243,2.116,1.449,1.809,2.031,2.232,2.041,1.278,1.742,1.999,1.629,2.158,2.55,1.956,1.721,2.526,2.232,2.442,3.248,2.383,3.043,3.068,2.991,2.676,2.326,2.562,1.978,2.169,2.148,1.826,2.126,1.534,1.713,2.17,1.96,2.061,1.985,1.678,2.243,1.796,1.999,2.013,1.682,2.19,1.671,2.209,2.564,2.187,1.904,1.954,2.568,2.655,2,1.46,1.491,2.296,2.486,2.867,2.501,2.438,2.447,0.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,H,C,T4,B,C-T4-B,PIPO-H-C-T4-B,,,2014,0,0,0,0,0,85,RINGWIDTH,1,PIPO-H-B-T4_both.tif,3/30/2015 16:30,                   ,,3662 22172 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],3109.0000 21793.0000 2941.0000 1848.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,211.0396,1.224,1.607,2.075,2.255,2.334,2.545,1.794,2.54,2.071,1.308,1.508,2.046,1.066,1.615,2.939,3.997,3.616,2.841,2.767,3.079,2.477,2.478,2.743,2.9,2.355,2.602,2.687,2.691,3.039,2.452,2.726,2.644,2.439,2.064,1.925,1.69,2.43,2.141,2.41,2.983,2.857,2.112,2.899,2.377,2.772,3.638,3.043,2.099,2.44,3.002,2.654,1.919,2.391,1.675,2.3,2.352,2.311,2.834,1.915,2.253,2.518,2.222,2.503,2.027,2.446,2.534,2.418,2.337,2.154,2.096,2.487,2.797,2.713,3.11,3.056,2.895,2.87,3.216,3.406,2.424,2.193,2.356,2.85,2.888,0.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,H,D,T4,A,D-T4-A,PIPO-H-D-T4-A,,,2014,0,0,0,0,0,96,RINGWIDTH,1,PIPO-H-D-T4_both.tif,3/30/2015 16:52,                   ,,3662 18864 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],466.0000 15515.0000 307.0000 192.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,162.0098,0.393,0.266,0.479,1.075,0.767,1.284,0.663,0.991,0.435,0.677,0.676,0.694,0.119,0.503,0.946,1.709,0.87,0.837,1.215,1.992,1.527,1.241,1.635,1.291,1.516,1.337,1.958,1.444,2.335,1.207,1.222,2.129,1.514,1.617,1.292,1.172,1.547,0.903,1.352,2.713,1.479,1.396,1.917,1.843,1.499,2.478,2.297,2.427,2.235,2.552,1.222,1.442,1.775,1.688,1.89,0.754,1.849,1.59,1.198,1.766,1.737,0.879,1.91,1.24,1.484,2.125,1.799,1.711,1.385,1.823,2.091,1.255,1.865,2.238,2.375,1.403,1.388,1.961,1.817,1.775,1.429,1.039,1.71,1.12,2.216,1.518,1.883,2.487,2.667,2.177,1.677,3.042,2.175,4.724,5.373,0.337,,,,,,,,,,,,,,,,,,,,,
PIPO,H,D,T4,B,D-T4-B,PIPO-H-D-T4-B,,,2014,0,0,0,0,0,90,RINGWIDTH,1,PIPO-H-D-T4_both.tif,3/30/2015 16:52,                   ,,3662 18864 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],3291.0000 15002.0000 2877.0000 811.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,150.2143,0.413,0.317,0.646,1.022,0.913,1.27,0.945,1.261,0.579,0.715,0.757,0.69,0.07,0.539,1.131,1.428,1.005,1.025,1.14,1.509,1.225,1.068,1.452,1.271,1.016,1.1,1.437,1.226,1.881,1.046,1.046,1.883,1.64,1.412,0.894,1.153,1.471,0.614,1.435,2.31,1.426,1.46,1.312,1.587,1.544,1.914,1.543,2.394,2.123,2.558,1.773,1.631,2.112,2.248,2.298,1.521,2.314,1.92,1.776,2.149,2.957,1.54,2.48,1.156,1.339,1.489,1.408,1.729,1.124,1.406,1.73,1.624,1.571,2.283,2.434,1.302,1.869,2.22,2.605,1.104,1.996,2.618,1.529,1.411,3.04,2.605,2.771,3.977,3.294,0.718,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,H,B,T4,A,B-T4-A,PIPO-H-B-T4-A,,,2014,0,0,0,0,0,89,RINGWIDTH,1,PIPO-H-B-T4_both.tif,3/30/2015 16:55,                   ,,3662 22172 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],334.0000 16218.0000 424.0000 436.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,166.9874,0.644,0.646,0.73,0.875,0.927,0.608,0.85,1.371,0.92,0.677,0.995,0.794,0.296,0.423,1.299,2.146,1.797,1.558,1.618,2.148,1.31,1.478,2.04,1.972,2.196,1.854,1.801,2.243,2.116,1.449,1.809,2.031,2.232,2.041,1.278,1.742,1.999,1.629,2.158,2.55,1.956,1.721,2.526,2.232,2.442,3.248,2.383,3.043,3.068,2.991,2.676,2.326,2.562,1.978,2.169,2.148,1.826,2.126,1.534,1.713,2.17,1.96,2.061,1.985,1.678,2.243,1.796,1.999,2.013,1.682,2.19,1.671,2.209,2.564,2.187,1.904,1.954,2.568,2.655,2,1.46,1.491,2.296,2.486,2.867,2.501,2.438,2.447,0.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,H,B,T4,B,B-T4-B,PIPO-H-B-T4-B,,,2014,0,0,0,0,0,85,RINGWIDTH,1,PIPO-H-B-T4_both.tif,3/30/2015 16:55,                   ,,3662 22172 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],3109.0000 21793.0000 2941.0000 1848.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,211.0396,1.224,1.607,2.075,2.255,2.334,2.545,1.794,2.54,2.071,1.308,1.508,2.046,1.066,1.615,2.939,3.997,3.616,2.841,2.767,3.079,2.477,2.478,2.743,2.9,2.355,2.602,2.687,2.691,3.039,2.452,2.726,2.644,2.439,2.064,1.925,1.69,2.43,2.141,2.41,2.983,2.857,2.112,2.899,2.377,2.772,3.638,3.043,2.099,2.44,3.002,2.654,1.919,2.391,1.675,2.3,2.352,2.311,2.834,1.915,2.253,2.518,2.222,2.503,2.027,2.446,2.534,2.418,2.337,2.154,2.096,2.487,2.797,2.713,3.11,3.056,2.895,2.87,3.216,3.406,2.424,2.193,2.356,2.85,2.888,0.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,H,C,T12,A,C-T12-A,PIPO-H-C-T12-A,,,2014,0,0,0,0,0,96,RINGWIDTH,1,PIPO-H-C-T12_both.tif,3/30/2015 16:56,                   ,,3662 18864 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],388.0000 16078.0000 375.0000 336.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,166.5615,0.751,0.508,0.56,0.846,0.695,0.809,0.707,1.184,0.579,0.653,1.006,1.09,0.671,1.136,1.502,1.914,1.564,1.873,1.555,1.904,1.262,1.126,1.51,1.667,1.913,1.354,1.551,1.766,2.359,1.513,1.967,2.52,2.163,2.424,1.373,1.829,1.473,1.147,1.753,1.877,1.837,1.723,1.861,1.579,2.008,2.761,1.608,2.776,2.304,2.606,2.705,1.395,2.416,2.316,2.079,2.371,1.831,2.059,1.874,1.602,2.478,2.705,1.892,1.908,1.933,1.736,1.811,2.616,1.844,1.715,1.596,1.305,1.561,1.957,1.903,1.561,1.312,2.219,1.552,1.221,0.832,1.305,2.096,1.845,1.265,1.41,1.69,2.357,2.796,1.895,2.281,2.199,1.755,2.077,2.361,0.321,,,,,,,,,,,,,,,,,,,,,
PIPO,H,C,T12,B,C-T12-B,PIPO-H-C-T12-B,,,2014,0,0,0,0,0,94,RINGWIDTH,1,PIPO-H-C-T12_both.tif,3/30/2015 16:56,                   ,,3662 18864 8 RGB,Intr 0.010551 0.010581 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],3187.0000 16906.0000 3274.0000 1635.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,160.2738,0.741,0.45,0.447,0.986,0.466,0.719,0.635,1.185,0.549,0.539,0.982,0.706,0.327,0.803,0.876,1.505,1.397,1.778,1.238,1.904,1.323,1.111,1.786,1.772,1.684,1.388,1.542,1.513,2.295,1.488,1.828,2.528,1.851,1.999,1.111,1.523,1.711,1.47,1.904,2.613,1.966,2.084,1.958,2.306,2.327,3.004,1.815,2.549,2.867,3.499,2.506,1.64,2.116,1.375,2.338,1.809,2.046,2.041,1.639,1.859,2.53,1.705,2.277,1.764,1.469,2.524,2.05,2.27,1.65,1.243,1.133,1.488,1.361,2.081,1.947,1.616,1.766,2.486,1.616,1.256,0.845,1.396,2.227,2.317,1.693,1.476,1.533,2.296,3.167,2.634,2.305,1.983,1.748,0.426,,,,,,,,,,,,,,,,,,,,,,,
PIPO,H,D,T5,A,D-T5-A,PIPO-H-D-T5-A,,,2014,0,0,0,0,0,99,RINGWIDTH,1,PIPO-H-D-T5_both.tif,3/30/2015 19:51,                   ,,1969 10810 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],267.0000 10449.0000 194.0000 214.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,216.5925,0.365,0.677,0.677,1.222,1.121,1.29,1.036,1.226,0.91,0.698,0.931,0.841,0.127,1.125,1.33,1.883,1.422,1.137,1.481,1.566,1.888,1.344,1.838,1.564,1.458,1.527,1.735,1.492,1.645,1.129,1.161,1.508,1.383,1.799,1.341,1.308,1.35,1.247,1.856,2.189,1.768,2.073,2.492,1.87,2.109,2.721,2.428,2.378,2.883,3.409,2.441,2.294,2.041,2.354,2.197,2.157,2.553,2.823,2.245,2.187,1.779,1.327,1.354,2.118,2.88,2.655,2.586,3.427,2.901,2.536,2.942,3.072,2.885,3.404,2.629,2.786,2.95,3.093,3.243,2.029,2.813,2.917,3.337,2.968,3.295,2.489,2.463,2.748,3.364,2.437,2.288,3.559,2.508,3.396,2.407,3.86,4.218,2.648,0.443,,,,,,,,,,,,,,,,,,
PIPO,H,D,T5,B,D-T5-B,PIPO-H-D-T5-B,,,2014,0,0,0,0,0,96,RINGWIDTH,1,PIPO-H-D-T5_both.tif,3/30/2015 19:51,                   ,,1969 10810 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1781.0000 10227.0000 1564.5000 282.5000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,210.4892,0.434,0.683,0.825,1.374,1.689,1.271,1.469,1.66,1.156,1.164,1.143,1.206,0.233,1.544,1.671,2.094,1.247,1.416,1.438,1.904,1.629,1.606,1.751,1.621,1.743,1.714,2.412,2.348,2.561,1.822,1.711,1.925,2.121,2.068,1.439,1.683,1.706,1.201,2.182,2.485,1.945,2.073,1.963,2.058,2.193,2.579,2.533,2.822,2.484,2.758,2.406,1.92,2.761,2.42,2.535,2.074,2.327,3.123,2.232,2.064,1.39,0.947,0.735,2.079,2.142,3.086,2.657,2.931,2.87,2.872,2.331,3.17,2.409,3.267,2.878,2.696,2.409,3.271,2.62,2.291,2.382,3.051,2.925,2.328,3.156,2.728,2.896,2.306,3.044,2.094,1.747,3.01,2.235,3.919,3.538,0.418,,,,,,,,,,,,,,,,,,,,,
PIPO,H,E,T01,A,E-T01-A,PIPO-H-E-T01-A,,,2014,0,0,0,0,0,114,RINGWIDTH,1,PIPO-H-E-T01_both.tif,3/30/2015 20:01,                   ,,1969 11617 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],346.5000 10576.0000 189.0000 900.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,204.7848,0.662,0.992,1.46,1.036,1.248,1.672,2.2,2.476,2.264,1.418,2.272,1.362,1.233,1.288,2.002,1.493,1.787,1.578,1.331,1.136,1.46,1.523,2.13,1.955,1.594,1.237,1.626,1.518,1.947,1.5,1.392,1.429,1.997,1.809,0.843,1.006,0.859,1.006,0.904,1.358,1.19,0.946,0.904,0.989,0.611,1.222,0.948,0.612,0.822,2.174,2.038,0.911,1.685,1.525,1.706,0.879,0.946,0.93,1.241,0.88,1.082,1.351,1.43,1.619,1.215,0.956,1.339,1.038,0.94,1.459,1.144,1.608,1.388,1.204,1.795,1.584,2.112,2.936,2.07,1.585,1.989,2.475,2.771,2.814,3.299,1.947,2.751,2.632,3.204,3.297,2.35,3.626,2.686,2.805,2.315,2.854,3.514,2.208,3.059,2.411,2.642,3.09,2.573,3.825,2.468,2.171,2.187,2.853,1.928,1.88,2.404,2.683,2.051,0.448,,,
PIPO,H,E,T01,B,E-T01-B,PIPO-H-E-T01-B,,,2014,0,0,0,0,0,106,RINGWIDTH,1,PIPO-H-E-T01_both.tif,3/30/2015 20:01,                   ,,1969 11617 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1773.0000 10517.0000 1728.0000 409.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,213.9016,0.624,1.174,1.574,1.875,1.736,1.634,1.777,2.111,1.742,1.121,1.788,1.419,0.811,1.421,1.932,1.571,2.016,1.712,1.594,1.006,1.244,0.984,1.601,1.809,1.065,1.407,1.148,1.024,1.642,1.205,1.246,1.319,1.013,2.006,0.76,1.14,1.047,1.246,1.311,1.977,1.69,1.163,0.96,1.013,1.024,1.492,1.09,0.929,1.211,2.818,2.371,1.31,1.857,1.208,1.751,1.015,1.432,1.292,1.021,1.469,1.511,1.133,1.639,1.958,1.543,1.586,1.713,1.86,1.312,1.862,1.459,2.961,1.924,2.283,2.369,2.146,2.126,2.221,2.791,1.757,2.316,2.212,2.708,2.834,3.381,2.063,3.531,4.814,4.134,3.554,3.379,3.8,3.312,3.66,2.302,4.777,4.822,3.63,4.368,2.994,3.442,3.871,3.163,3.899,4.542,0.932,,,,,,,,,,,
PIPO,H,E,T2,A,E-T2-A,PIPO-H-E-T2-A,,,2014,0,0,0,0,0,96,RINGWIDTH,1,PIPO-H-E-T2_both.tif,3/30/2015 20:08,                   ,,2008 10810 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],339.0000 8019.5000 177.0000 285.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,163.7086,0.772,0.92,0.9,1.441,1.288,1.348,1.349,1.77,1.576,1.11,1.07,0.988,0.608,0.697,1.203,1.329,1.328,1.09,1.309,1.748,1.302,1.363,1.592,1.239,2.319,2.004,1.962,1.983,2.532,1.82,1.581,2.363,2.47,3.043,1.721,1.772,2.161,2.58,2.354,2.994,2.363,2.159,2.631,1.87,1.905,2.669,2.314,2.299,1.933,2.688,1.996,1.688,2.102,2.448,2.623,2.947,2.318,2.542,1.504,1.035,1.418,1.378,1.078,1.383,0.994,1.047,1.307,1.454,1.141,0.956,0.862,0.996,1.205,1.612,1.208,1.057,1.61,1.628,1.928,0.662,1.408,1.388,0.679,1.271,0.327,1.382,1.073,0.973,1.032,1.518,1.245,2.168,1.188,1.991,1.651,0.351,,,,,,,,,,,,,,,,,,,,,
